12:14:59 | INFO     | sentinel.worker | ============================================================
12:14:59 | INFO     | sentinel.worker |   Training: agent=hermes | episodes=100 | tag=full
12:14:59 | INFO     | sentinel.worker | ============================================================
🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
Unsloth: Your Flash Attention 2 installation seems to be broken. Using Xformers instead. No performance changes will be seen.
🦥 Unsloth Zoo will now patch everything to make training faster!
12:15:06 | INFO     | sentinel.training.pipeline | Loading unsloth/Qwen2.5-7B-Instruct-bnb-4bit in 4-bit ...
12:15:06 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/whoami-v2 "HTTP/1.1 200 OK"
12:15:06 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
12:15:06 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/config.json "HTTP/1.1 200 OK"
12:15:07 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/adapter_config.json "HTTP/1.1 404 Not Found"
12:15:07 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/whoami-v2 "HTTP/1.1 200 OK"
==((====))==  Unsloth 2026.4.8: Fast Qwen2 patching. Transformers: 5.5.0.
   \\   /|    NVIDIA L40S. Num GPUs = 1. Max memory: 44.394 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.10.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.6.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.35. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
12:15:10 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
12:15:10 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/config.json "HTTP/1.1 200 OK"
12:15:10 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
12:15:10 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/config.json "HTTP/1.1 200 OK"
12:15:11 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
12:15:11 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/config.json "HTTP/1.1 200 OK"
Loading weights:   0%|          | 0/339 [00:00<?, ?it/s]Loading weights:   0%|          | 1/339 [00:00<00:46,  7.26it/s]Loading weights:   1%|          | 2/339 [00:00<00:49,  6.83it/s]Loading weights:  16%|█▌        | 53/339 [00:00<00:01, 187.53it/s]Loading weights:  32%|███▏      | 110/339 [00:00<00:00, 308.73it/s]Loading weights:  51%|█████     | 172/339 [00:00<00:00, 408.03it/s]Loading weights:  68%|██████▊   | 230/339 [00:00<00:00, 457.06it/s]Loading weights:  83%|████████▎ | 282/339 [00:00<00:00, 475.49it/s]Loading weights: 100%|██████████| 339/339 [00:00<00:00, 377.95it/s]
12:15:12 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/generation_config.json "HTTP/1.1 307 Temporary Redirect"
12:15:12 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/generation_config.json "HTTP/1.1 200 OK"
12:15:13 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
12:15:13 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/config.json "HTTP/1.1 200 OK"
12:15:13 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
12:15:13 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/tokenizer_config.json "HTTP/1.1 200 OK"
12:15:13 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
12:15:13 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
12:15:14 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit "HTTP/1.1 200 OK"
12:15:15 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
12:15:15 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/config.json "HTTP/1.1 200 OK"
12:15:15 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/resolve/main/tokenizer_config.json "HTTP/1.1 307 Temporary Redirect"
12:15:15 | INFO     | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/bdd404162d94997f390efbfa660eb3f21cbbc81d/tokenizer_config.json "HTTP/1.1 200 OK"
12:15:15 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
12:15:15 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
12:15:16 | INFO     | httpx | HTTP Request: GET https://huggingface.co/api/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit "HTTP/1.1 200 OK"
unsloth/Qwen2.5-7B-Instruct-bnb-4bit does not have a padding token! Will use pad_token = <|PAD_TOKEN|>.
12:15:17 | INFO     | sentinel.training.pipeline | Applying LoRA (r=16, alpha=32) ...
12:15:20 | INFO     | sentinel.training.pipeline | Optimizer: AdamW over 392 trainable params
12:15:20 | INFO     | sentinel.training.pipeline | build_grpo_trainer: ready (model=unsloth/Qwen2.5-7B-Instruct-bnb-4bit, device=cuda)
12:15:20 | INFO     | sentinel.training.pipeline | Starting training loop: episodes=100, mode=LLM, start=0
12:15:20 | INFO     | sentinel.training.pipeline | TensorBoard experiment tracking ON → /home/harsh/project/theory/sentinel/results/runs/hermes_1777185920
12:15:26 | INFO     | sentinel.training.pipeline | Episode    0 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:15:32 | INFO     | sentinel.training.pipeline | Episode    1 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:15:38 | INFO     | sentinel.training.pipeline | Episode    2 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
12:15:44 | INFO     | sentinel.training.pipeline | Episode    3 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
12:15:50 | INFO     | sentinel.training.pipeline | Episode    4 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
Unsloth: Will smartly offload gradients to save VRAM!
12:15:51 | INFO     | sentinel.training.pipeline | Episode    5 | R1=0.00 R2=0.54 R3=1.00 R4=1.00 | Total=0.512 | MTTR=1 | loss=0.0141
12:15:59 | INFO     | sentinel.training.pipeline | Episode    6 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:16:07 | INFO     | sentinel.training.pipeline | Episode    7 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:16:17 | INFO     | sentinel.training.pipeline | Episode    8 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.490 | MTTR=10 | loss=n/a
12:16:23 | INFO     | sentinel.training.pipeline | Episode    9 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:16:28 | INFO     | sentinel.training.pipeline | Episode   10 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:16:34 | INFO     | sentinel.training.pipeline | Episode   11 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:16:42 | INFO     | sentinel.training.pipeline | Episode   12 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:16:48 | INFO     | sentinel.training.pipeline | Episode   13 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:16:53 | INFO     | sentinel.training.pipeline | Episode   14 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:17:02 | INFO     | sentinel.training.pipeline | Episode   15 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:17:09 | INFO     | sentinel.training.pipeline | Episode   16 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:17:15 | INFO     | sentinel.training.pipeline | Episode   17 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:17:16 | INFO     | sentinel.training.pipeline | Episode   18 | R1=0.00 R2=0.54 R3=1.00 R4=1.00 | Total=0.512 | MTTR=1 | loss=0.0156
12:17:25 | INFO     | sentinel.training.pipeline | Episode   19 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:17:30 | INFO     | sentinel.training.pipeline | Episode   20 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:17:37 | INFO     | sentinel.training.pipeline | Episode   21 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
12:17:43 | INFO     | sentinel.training.pipeline | Episode   22 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:17:51 | INFO     | sentinel.training.pipeline | Episode   23 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:18:01 | INFO     | sentinel.training.pipeline | Episode   24 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:18:07 | INFO     | sentinel.training.pipeline | Episode   25 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
12:18:14 | INFO     | sentinel.training.pipeline | Episode   26 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:18:22 | INFO     | sentinel.training.pipeline | Episode   27 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:18:29 | INFO     | sentinel.training.pipeline | Episode   28 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:18:32 | INFO     | sentinel.training.pipeline | Episode   29 | R1=0.00 R2=0.51 R3=1.00 R4=1.00 | Total=0.504 | MTTR=4 | loss=n/a
12:18:40 | INFO     | sentinel.training.pipeline | Episode   30 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:18:44 | INFO     | sentinel.training.pipeline | Episode   31 | R1=0.00 R2=0.51 R3=1.00 R4=1.00 | Total=0.504 | MTTR=4 | loss=n/a
12:18:52 | INFO     | sentinel.training.pipeline | Episode   32 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:18:57 | INFO     | sentinel.training.pipeline | Episode   33 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:19:01 | INFO     | sentinel.training.pipeline | Episode   34 | R1=0.00 R2=0.51 R3=1.00 R4=1.00 | Total=0.504 | MTTR=4 | loss=n/a
12:19:08 | INFO     | sentinel.training.pipeline | Episode   35 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:19:14 | INFO     | sentinel.training.pipeline | Episode   36 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:19:23 | INFO     | sentinel.training.pipeline | Episode   37 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:19:29 | INFO     | sentinel.training.pipeline | Episode   38 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
12:19:37 | INFO     | sentinel.training.pipeline | Episode   39 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:19:44 | INFO     | sentinel.training.pipeline | Episode   40 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
12:19:50 | INFO     | sentinel.training.pipeline | Episode   41 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:19:57 | INFO     | sentinel.training.pipeline | Episode   42 | R1=0.00 R2=0.48 R3=1.00 R4=1.00 | Total=0.494 | MTTR=8 | loss=n/a
12:20:01 | INFO     | sentinel.training.pipeline | Episode   43 | R1=0.00 R2=0.51 R3=1.00 R4=1.00 | Total=0.504 | MTTR=4 | loss=n/a
12:20:02 | INFO     | sentinel.training.pipeline | Episode   44 | R1=0.00 R2=0.54 R3=1.00 R4=1.00 | Total=0.512 | MTTR=1 | loss=0.0149
12:20:11 | INFO     | sentinel.training.pipeline | Episode   45 | R1=0.00 R2=0.47 R3=1.00 R4=1.00 | Total=0.492 | MTTR=9 | loss=n/a
12:20:17 | INFO     | sentinel.training.pipeline | Episode   46 | R1=0.00 R2=0.50 R3=1.00 R4=1.00 | Total=0.499 | MTTR=6 | loss=n/a
12:20:20 | INFO     | sentinel.training.pipeline | Episode   47 | R1=0.00 R2=0.51 R3=1.00 R4=1.00 | Total=0.504 | MTTR=4 | loss=n/a
12:20:27 | INFO     | sentinel.training.pipeline | Episode   48 | R1=0.00 R2=0.49 R3=1.00 R4=1.00 | Total=0.497 | MTTR=7 | loss=n/a
